userid,probability
55893,0.184392632382
55894,0.0357123814609
55895,0.289567297229
55896,0.139198975754
55897,0.0464610338665
55898,0.0803908838234
55899,0.161561180133
55900,0.160879889706
55901,0.128355418768
55902,0.132039764721
55903,0.0571627648535
55904,0.0533928476192
55905,0.113455074014
55906,0.097490038648
55907,0.095971075897
55908,0.0357008128173
55909,0.127413926058
55910,0.134467664261
55911,0.0703522563035
55912,0.0796993609698
55913,0.20900160337
55914,0.127469767512
55915,0.058452147479
55916,0.282432255538
55917,0.0602838652668
55918,0.157724623438
55919,0.0730954986068
55920,0.0849865995262
55921,0.0651574626742
55922,0.083782592467
55923,0.0899176313357
55924,0.0476381516758
55925,0.0927776360759
55926,0.104360094138
55927,0.0831841224545
55928,0.133538793746
55929,0.0484825970632
55930,0.271018402868
55931,0.122056470614
55932,0.150958782124
55933,0.220990534189
55934,0.155369471696
55935,0.348561460585
55936,0.205825360883
55937,0.135526441752
55938,0.104651432095
55939,0.153115274945
55940,0.0699871190341
55941,0.0744716796305
55942,0.0634354973474
55943,0.0974548986955
55944,0.106551223426
55945,0.0625086641514
55946,0.109165459922
55947,0.042936044968
55948,0.0835548065564
55949,0.104046036106
55950,0.157867488168
55951,0.037846416155
55952,0.15995024331
55953,0.0441146835751
55954,0.110378306901
55955,0.0523697291699
55956,0.127862852557
55957,0.118400790681
55958,0.175031161048
55959,0.0912426709169
55960,0.200684774874
55961,0.102600568808
55962,0.149920238836
55963,0.223617002924
55964,0.0878988876169
55965,0.0148515451497
55966,0.129006710771
55967,0.0320898934233
55968,0.0748108993027
55969,0.651000098936
55970,0.110739435813
55971,0.0417668038882
55972,0.0350249147063
55973,0.252391162843
55974,0.0827218812041
55975,0.303342164946
55976,0.141605703932
55977,0.0150904307691
55978,0.0561692211602
55979,0.0683583975123
55980,0.0674239358123
55981,0.259773234649
55982,0.132767667823
55983,0.0320976537973
55984,0.36742103741
55985,0.114172834569
55986,0.0318084842347
55987,0.514320793626
55988,0.0433528613812
55989,0.195136087202
55990,0.119618189175
55991,0.0695124374796
55992,0.0969084148146
55993,0.0880760865577
55994,0.144927848186
55995,0.245572629348
55996,0.0785682248804
55997,0.0921243139919
55998,0.0971029250384
55999,0.246646888104
56000,0.140817149436
56001,0.131306860248
56002,0.226315457535
56003,0.288967322721
56004,0.111888750666
56005,0.1306597711
56006,0.22257114208
56007,0.155492905696
56008,0.112696308847
56009,0.186629559787
56010,0.16040503963
56011,0.107265618552
56012,0.105650184146
56013,1.0156662589e-05
56014,0.0348297936705
56015,0.0874983055203
56016,0.164320892752
56017,0.101232736942
56018,0.0252556480579
56019,0.131839919242
56020,0.0409681516248
56021,0.161152091151
56022,0.0396984124143
56023,0.144550996214
56024,0.108173882918
56025,0.311053520944
56026,0.105853929707
56027,0.131440906314
56028,0.143102972532
56029,0.230946854657
56030,0.264253574426
56031,0.325216174913
56032,0.125803274399
56033,4.95067694238e-05
56034,0.0727337974733
56035,0.173039143698
56036,0.159490313641
56037,0.0982458730503
56038,0.468798598433
56039,0.136699090896
56040,0.0796607186479
56041,0.226727636652
56042,0.055948488088
56043,0.106490982232
56044,0.115193444501
56045,0.0967297659348
56046,0.0269310943151
56047,0.107967857923
56048,0.0700925719987
56049,0.128328660883
56050,0.117723364273
56051,0.142788453124
56052,0.065335765432
56053,0.0973675234265
56054,0.19554757345
56055,0.0848846914791
56056,0.121466585424
56057,0.029491342322
56058,0.0548088345359
56059,0.130549058531
56060,0.036508874912
56061,0.225194691982
56062,0.0470820815582
56063,0.104262231294
56064,0.0438850513524
56065,0.0964929892465
56066,0.0194383178979
56067,0.155629015841
56068,0.121524592726
56069,0.127966724906
56070,0.0954187663579
56071,0.147638086111
56072,0.177178550079
56073,0.0428411006366
56074,0.123201817998
56075,0.191077718478
56076,0.258782581723
56077,0.121325651797
56078,0.0777397225029
56079,0.124278833662
56080,0.00499182826924
56081,0.114245342744
56082,0.197589533405
56083,0.0116800839454
56084,0.121652107805
56085,0.133315528219
56086,0.120600842945
56087,0.130831417427
56088,0.197925009487
56089,0.026294012046
56090,0.176262315296
56091,0.0435808931604
56092,0.0624841283846
56093,0.0708171428182
56094,0.137138698415
56095,0.209184665538
56096,0.123308356963
56097,0.116742271155
56098,0.0310064505869
56099,0.408281657684
56100,0.0118517392495
56101,0.141607439762
56102,0.237944872937
56103,0.181798716095
56104,0.288791739197
56105,0.0754474161574
56106,0.0172258876389
56107,0.0409231353785
56108,0.104240054509
56109,0.154893625874
56110,0.080200913742
56111,0.042909791703
56112,0.175902229564
56113,0.0810521702074
56114,0.0779709749232
56115,0.078476833416
56116,0.0293253536317
56117,0.133489014753
56118,0.0749374761934
56119,0.0899228238326
56120,0.111392966881
56121,0.190651756003
56122,0.00092812810498
56123,0.0511621159332
56124,0.100347305427
56125,0.0399061020443
56126,0.157974468601
56127,0.0581404487365
56128,0.0583293176877
56129,0.0854405864963
56130,0.0971798429154
56131,0.0787944157535
56132,0.124478511763
56133,0.143888099314
56134,0.102958268541
56135,0.202903818518
56136,0.0830876233089
56137,0.0138835417794
56138,0.0494001675534
56139,0.078202584317
56140,0.0375123493428
56141,0.110944727531
56142,0.0318439984932
56143,0.0443678523937
56144,0.0648626483786
56145,0.194725820283
56146,0.00745023413802
56147,0.306397746205
56148,0.022083006355
56149,0.103611568889
56150,0.124078061868
56151,0.063825864348
56152,0.0468123094722
56153,0.0564683747333
56154,0.0452854778325
56155,0.0800877856842
56156,0.102865212859
56157,0.089151348917
56158,0.0383681698722
56159,0.149856299214
56160,0.129769272633
56161,0.154423977704
56162,0.0627032034872
56163,0.140370260829
56164,0.0958260275311
56165,0.018182975496
56166,0.000801076037029
56167,0.0591552875894
56168,0.137588822131
56169,0.140363038818
56170,0.166603474183
56171,0.0780341819083
56172,0.213110709815
56173,0.129972679434
56174,0.0834879472771
56175,0.430897642739
56176,0.0832827395597
56177,0.103612129818
56178,0.210506858473
56179,0.284594617523
56180,0.0954687207139
56181,0.0687874341345
56182,0.223130819673
56183,0.256241623363
56184,0.111880687556
56185,0.121057723463
56186,0.0928403799304
56187,0.135929702764
56188,0.185673770469
56189,0.0867244535778
56190,0.160938903789
56191,0.154231919091
56192,0.0479589004648
56193,0.164987389169
56194,0.0583880269081
56195,0.135557565302
56196,0.227558633177
56197,0.0707240806564
56198,0.0695839731093
56199,0.0442207013699
56200,0.0633806607395
56201,0.0689984879235
56202,0.0783871846525
56203,0.107912059066
56204,0.0316511952114
56205,0.149383691514
56206,0.615099622309
56207,0.0399215561552
56208,0.0883210884575
56209,0.0664163452663
56210,0.0538753321844
56211,0.100660884291
56212,0.172509783178
56213,0.0999851360983
56214,0.0787075496959
56215,0.0618207635515
56216,0.134869039042
56217,0.0218947307153
56218,0.0758502824579
56219,0.187686837211
56220,0.296164246199
56221,0.0643371646952
56222,0.142911360025
56223,0.17797730597
56224,0.0417462832002
56225,0.0863740330743
56226,0.105724312286
56227,0.046271820915
56228,0.0771168343747
56229,0.050727813364
56230,0.0929131387075
56231,0.101560919153
56232,0.0763289215842
56233,0.0588781682253
56234,0.0562957127199
56235,0.0972666661672
56236,0.286615548902
56237,0.026143004991
56238,0.13429340225
56239,0.0902241936346
56240,0.0119786814201
56241,0.0471189850117
56242,0.125024578477
56243,0.0409853309008
56244,0.320840418285
56245,0.126804103553
56246,0.0962548896355
56247,0.120417637648
56248,0.291777759051
56249,0.198257750848
56250,0.0999801002919
56251,0.143360155612
56252,0.229975720538
56253,0.187162973299
56254,0.182528270239
56255,0.0931173497435
56256,0.0202375979845
56257,0.0399746083017
56258,0.0389294197808
56259,0.26677459012
56260,0.592976773438
56261,0.0435612331159
56262,0.0462395828712
56263,0.225719549528
56264,0.294596151492
56265,0.0793745378159
56266,0.140414131108
56267,0.0805968244884
56268,0.299045063853
56269,0.0592495028243
56270,0.0642842087402
56271,0.0922134278629
56272,0.0839955366434
56273,0.156219379864
56274,0.347114097982
56275,0.127635520787
56276,0.238080661142
56277,0.136094236283
56278,0.225273053407
56279,0.0323366767314
56280,0.201198394934
56281,0.0495279747488
56282,0.398990566799
56283,0.16169903642
56284,0.0882004569487
56285,0.00161581366607
56286,0.155797231374
56287,0.100303431719
56288,0.0852069804741
56289,0.226353898056
56290,0.139348342982
56291,0.261694270701
56292,0.140984396531
56293,0.173391561466
56294,0.112210816439
56295,0.115229174319
56296,0.226954909753
56297,0.0944502658206
56298,0.0644157317706
56299,0.0821949770464
56300,0.0906152361584
56301,0.142122156209
56302,0.174744428543
56303,0.180185379412
56304,0.0295578017047
56305,0.236757972543
56306,0.202361594803
56307,0.0302237361183
56308,0.0943485388354
56309,0.122018149951
56310,0.0595813115507
56311,0.118331376886
56312,0.0601692836607
56313,0.0164021004523
56314,0.12387855589
56315,0.0841733990086
56316,0.0878032533548
56317,0.0480530387156
56318,0.0676417863805
56319,0.12813751206
56320,0.0801173522686
56321,0.11250214492
56322,0.0940368398277
56323,0.0886389531048
56324,0.109369481763
56325,0.0591955605745
56326,0.228720949229
56327,0.0559479806438
56328,0.0947022855937
56329,0.165124017894
56330,0.250940059239
56331,0.0577841875584
56332,0.0978456572885
56333,0.0631623419992
56334,0.0473137313419
56335,0.0183836220676
56336,0.112045257015
56337,0.2046737833
56338,0.0441812982484
56339,0.0473497723735
56340,0.114335173909
56341,0.0148401733734
56342,0.144763341969
56343,0.197214026476
56344,0.111238420487
56345,0.329989559121
56346,0.149689848911
56347,0.0026694008956
56348,0.00734939824465
56349,0.177232732089
56350,0.152962266918
56351,0.136567150554
56352,0.176880099079
56353,0.0410668323328
56354,0.195351878216
56355,0.108213481344
56356,0.120513830705
56357,0.0965759315782
56358,0.160052117565
56359,0.42208843373
56360,0.127482405696
56361,0.104252327041
56362,0.152473068738
56363,0.155307855778
56364,0.0123923039098
56365,0.0818282125823
56366,0.160765891777
56367,0.386538120223
56368,0.0408195477887
56369,0.0416182287833
56370,0.117027980421
56371,0.0966857958042
56372,0.0592423980187
56373,0.192662950492
56374,0.116284223219
56375,0.00750159809485
56376,0.304651402421
56377,0.0783472937955
56378,0.159270524449
56379,0.178558762833
56380,0.139090201468
56381,0.0807037792642
56382,0.103346924292
56383,0.138160581559
56384,0.170384997129
56385,0.112845687313
56386,0.196161223526
56387,0.103235090915
56388,0.188194714299
56389,0.105964782334
56390,0.164326049429
56391,0.0952406631241
56392,0.141887846471
56393,0.204741110494
56394,0.113555892435
56395,0.0984535376159
56396,0.0918824825109
56397,0.0952915540853
56398,0.0910698040619
56399,0.0804833633055
56400,0.221377910545
56401,0.158818925899
56402,0.0490294676305
56403,0.163868053475
56404,0.0530997138827
56405,0.144370816286
56406,0.0720791187041
56407,0.0720750641354
56408,0.0392082166297
56409,0.116482449454
56410,0.0882772300485
56411,0.0527363327349
56412,0.101654639848
56413,0.106881582085
56414,0.130297237167
56415,0.218441605959
56416,0.150661132943
56417,0.0524721065923
56418,0.219899670017
56419,0.22436967293
56420,0.0686865026395
56421,0.199463816317
56422,0.0799196981006
56423,0.122853007268
56424,0.12496477729
56425,0.098107097825
56426,0.125459330745
56427,0.271374077412
56428,0.13708400211
56429,0.115782686044
56430,0.118224680583
56431,0.048728859316
56432,0.0999776651786
56433,0.079278392433
56434,0.166049057274
56435,0.0970319598211
56436,0.154506801217
56437,0.120759347316
56438,0.116671329047
56439,0.167740187618
56440,0.0935414795165
56441,0.15631544478
56442,0.113801449538
56443,0.061047271052
56444,0.376158819449
56445,0.201240742892
56446,0.0399272211395
56447,0.0763336215604
56448,0.141821001089
56449,0.200027679121
56450,0.181449720093
56451,0.183653649105
56452,0.166530173261
56453,0.0892078910712
56454,0.119632540752
56455,0.0517976584158
56456,0.259220061206
56457,0.0768861416182
56458,0.300615945727
56459,0.0223895954515
56460,0.0525821047358
56461,0.0597057952703
56462,0.0742762712277
56463,0.0647064717646
56464,0.0863862614904
56465,0.222524841005
56466,0.12353643757
56467,0.139842362784
56468,0.0807225513896
56469,0.106604959642
56470,0.0304717874905
56471,0.167463581306
56472,0.387429464347
56473,0.204622639366
56474,0.151866169809
56475,0.144713650796
56476,0.21498619609
56477,0.0508749298316
56478,0.0626285445068
56479,0.0762856790821
56480,0.0675357113457
56481,0.0569763023633
56482,0.0352242729665
56483,0.118721939291
56484,0.114496266064
56485,0.0205490184786
56486,0.17734432302
56487,0.105644279734
56488,0.134273815234
56489,0.0701463981503
56490,0.109143047614
56491,0.0645358275527
56492,0.0796809958781
56493,0.0686056151109
56494,0.143490859756
56495,0.137684502578
56496,0.112986849911
56497,0.233862580468
56498,0.115866681731
56499,0.194378516906
56500,0.053219496772
56501,0.102625673325
56502,0.176779914701
56503,0.118337583117
56504,0.147465733317
56505,0.0189674330653
56506,0.189306416777
56507,0.0725868518212
56508,0.0795691094222
56509,0.155572848099
56510,0.0171878844304
56511,0.273306220687
56512,0.146672485905
56513,0.166373978994
56514,0.0726738851299
56515,0.0375087031317
56516,0.0296021047047
56517,0.113784754013
56518,0.158738448941
56519,0.193093717477
56520,0.0479275107593
56521,0.0190590936182
56522,0.118736255317
56523,0.0999319318896
56524,0.367190843482
56525,0.172793333493
56526,0.174087424987
56527,0.0672843712347
56528,0.227963741112
56529,0.196531800456
56530,0.040255190246
56531,0.0591912691586
56532,0.164051268617
56533,0.177048698529
56534,0.0557065227608
56535,0.0905285315795
56536,0.119140858475
56537,0.161054450873
56538,0.110858805744
56539,0.0570193590064
56540,0.0696494561134
56541,0.0695527224643
56542,0.102153030915
56543,0.0805695058031
56544,0.0352907315974
56545,0.0345510485219
56546,0.142839866803
56547,0.153791150271
56548,0.080554318415
56549,0.126089941595
56550,0.0863556506363
56551,0.151354223833
56552,0.0644267225793
56553,0.119676203976
56554,0.114424821664
56555,0.0729459254564
56556,0.0731135610815
56557,0.0757152716015
56558,0.0283345218249
56559,0.0920876025639
56560,0.0638920081504
56561,0.22589158492
56562,0.145910953594
56563,0.15902435231
56564,0.0543490800566
56565,0.0156056967533
56566,0.317761447817
56567,0.00776473987798
56568,0.384119111698
56569,0.0785730277278
56570,0.552890385438
56571,0.00707267768989
56572,0.10653061167
56573,0.218629393896
56574,0.119266262042
56575,0.0731214062357
56576,0.00289488899338
56577,0.145166665033
56578,0.0368454295675
56579,0.171922119036
56580,0.100644145041
56581,0.0726811070918
56582,0.182728496309
56583,0.126646447341
56584,0.0653405098461
56585,0.11695731268
56586,0.0502796276411
56587,0.198324017938
56588,0.0410032732703
56589,0.000384048654564
56590,0.0429234993193
56591,0.150546538797
56592,0.0746305754344
56593,0.0118812127958
56594,0.128099117176
56595,0.158341146521
56596,0.0573983377967
56597,0.0910831899853
56598,0.152903092491
56599,0.114147967868
56600,0.171240070189
56601,0.116200730478
56602,0.137435437317
56603,0.124808274988
56604,0.00906777883475
56605,0.121062193525
56606,0.0486031553157
56607,0.0924823414964
56608,0.0266092046373
56609,0.00146641481278
56610,0.377188618234
56611,0.102944590011
56612,0.210367196905
56613,0.0810379022072
56614,0.00672886301264
56615,0.0547048314608
56616,0.131368517106
56617,0.148497781284
56618,0.115553631097
56619,0.216138060414
56620,0.107565753356
56621,0.0501093512339
56622,0.253544905706
56623,0.195510151713
56624,0.159204686466
56625,0.0316673748206
56626,0.289107437342
56627,0.137194586569
56628,0.142325369245
56629,0.117362605548
56630,0.186211420851
56631,0.15261776346
56632,0.0659789141991
56633,0.0338928685653
56634,0.094592105106
56635,0.100017922501
56636,0.120099662206
56637,0.144100199908
56638,0.103877602504
56639,0.161812198224
56640,0.100847097205
56641,0.110645006854
56642,0.0924239793217
56643,0.0848821383944
56644,0.207475741629
56645,0.175633655555
56646,0.132735198111
56647,0.0680889724606
56648,0.112626615023
56649,0.0736006742883
56650,0.0778922594294
56651,0.18351669776
56652,0.0148982667564
56653,0.185520904142
56654,0.0806470240196
56655,0.432992670683
56656,0.0181558555566
56657,0.0280988712268
56658,0.0311175920429
56659,0.145482453417
56660,0.344583599438
56661,0.132204342386
56662,0.127045758723
56663,0.199581851668
56664,0.138309331363
56665,0.105385691353
56666,0.127632014417
56667,0.119084898658
56668,0.123786812119
56669,0.0895464960431
56670,0.161796318828
56671,0.152460825346
56672,0.0808197488622
56673,0.100596793589
56674,0.0930267508622
56675,0.164515568967
56676,0.0924164501418
56677,0.0991302366807
56678,0.0766335883108
56679,0.0628108647095
56680,0.114749987375
56681,0.0676348287169
56682,0.0520158665695
56683,0.0889683377178
56684,0.168774449612
56685,0.087626560227
56686,0.0971920975468
56687,0.242250140477
56688,0.0616400714015
56689,0.136318800427
56690,0.106027595348
56691,0.128853105588
56692,0.16228085906
56693,0.121108785491
56694,0.00228979240283
56695,0.0177878096786
56696,0.0992135238944
56697,0.182605714178
56698,0.0994875334598
56699,0.00040672066484
56700,0.0431480837163
56701,0.0936535879647
56702,0.241610400311
56703,0.152048348792
56704,0.136929375727
56705,0.0918369729769
56706,0.0607002201297
56707,0.0657163900438
56708,0.117462725675
56709,0.0992295454588
56710,0.375612498419
56711,0.132553071284
56712,0.137905159439
56713,0.11451133837
56714,0.234775804063
56715,0.0533618106738
56716,0.0287013748332
56717,0.141020675482
56718,0.0874207757665
56719,0.0893439694228
56720,0.084110041704
56721,0.0984780735075
56722,0.159346727379
56723,0.263957787607
56724,0.0982430553189
56725,0.0587887534909
56726,0.130616708628
56727,0.133244548587
56728,0.0437842177127
56729,0.119698049131
56730,0.0779960999843
56731,0.148819525629
56732,0.23273019261
56733,0.0809671518722
56734,0.125082807903
56735,0.183666211572
56736,0.105153352928
56737,0.101411220977
56738,0.156540970081
56739,0.22238998964
56740,0.0678301297564
56741,0.0588270079733
56742,0.00912888500518
56743,0.0417984714617
56744,0.230853481398
56745,0.109507683668
56746,0.0865430298921
56747,0.0689917539612
56748,0.132036917931
56749,0.124027655363
56750,0.0403479952474
56751,0.0944836959854
56752,0.223563650602
56753,0.233921525742
56754,0.143935206658
56755,0.0516437197823
56756,0.0516556132916
56757,0.298034749859
56758,0.00724939802104
56759,0.126043787841
56760,0.0136717696043
56761,0.109552152431
56762,0.233284348482
56763,0.5726755541
56764,0.168162323366
56765,0.0558615486246
56766,0.0943325893621
56767,0.115224520901
56768,0.102958508188
56769,0.0424222599593
56770,0.216295626509
56771,0.124572739367
56772,0.463644393427
56773,0.129491448971
56774,0.116368494047
56775,0.687618173031
56776,0.0676853637576
56777,0.0852716450049
56778,0.131711370654
56779,0.147598071373
56780,0.128746111429
56781,0.101163641774
56782,0.163621160216
56783,0.0758663691388
56784,0.0829533140647
56785,0.207028901484
56786,0.197359352217
56787,0.0591439990691
56788,0.0581252158209
56789,0.0506047403844
56790,0.0705161602329
56791,0.156512542647
56792,0.194755580543
56793,0.0270200251578
56794,0.112594763049
56795,0.275881770849
56796,0.0843885155274
56797,0.181670291352
56798,0.109879475367
56799,0.030567555758
56800,0.0722066077447
56801,0.146741365519
56802,0.114370606726
56803,0.164069175343
56804,0.0529455378169
56805,0.107080648453
56806,0.0638808550804
56807,0.121833312075
56808,0.5156766105
56809,0.0849603583913
56810,0.0395785856706
56811,0.0754368508581
56812,0.170396370806
56813,0.0399927063281
56814,0.194798827848
56815,0.0607086493977
56816,0.0912368899809
56817,0.101375100262
56818,0.177400082143
56819,0.10500187176
56820,0.302867368152
56821,0.0274307275291
56822,0.0939329187168
56823,0.0651475486042
56824,0.1090204394
56825,0.0591580487287
56826,0.125758598742
56827,0.0733992539308
56828,0.141984658999
56829,0.0388435318061
56830,0.00645402924807
56831,0.145489947059
56832,0.23785889789
56833,0.0606555513003
56834,0.161452861898
56835,0.0697871169252
56836,0.0437946610382
56837,0.193874401315
56838,0.156818731657
56839,0.156346991743
56840,0.143827985607
56841,0.29934882521
56842,0.120327657696
56843,0.127812560627
56844,0.0953904344847
56845,0.0729740419963
56846,0.0448055390378
56847,0.0454120656244
56848,0.12915131077
56849,0.0678214621288
56850,0.143455199097
56851,0.131635496813
56852,0.253791373599
56853,0.0323942866909
56854,0.112238272423
56855,0.117090206799
56856,0.0794164208395
56857,0.0163606841694
56858,0.184179864838
56859,0.0350426365631
56860,0.163223505745
56861,0.0637777219525
56862,0.0694543648242
56863,0.118518192503
56864,0.121714711458
56865,0.039864027068
56866,0.0345389516453
56867,0.17282563775
56868,0.348068982276
56869,0.03813199008
56870,0.104171723556
56871,0.00576321244777
56872,0.025020484952
56873,0.0799141495807
56874,0.123192456433
56875,0.0416584327538
56876,0.249997284912
56877,0.201193815495
56878,0.118972041225
56879,0.169860224816
56880,0.479649824181
56881,0.0649177488929
56882,0.22001700371
56883,0.107780127879
56884,0.17235625566
56885,0.101530371905
56886,0.146626650784
56887,0.0499837635092
56888,0.0662545000869
56889,0.0349538041381
56890,0.141463266489
56891,0.101725588733
56892,0.0998170911258
56893,0.130450410325
56894,0.166826435256
56895,0.0823304551475
56896,0.10181190746
56897,0.0963485814986
56898,0.14782725027
56899,0.210504920394
56900,0.107980629963
56901,0.151083059644
56902,0.352140430591
56903,0.0563152598862
56904,0.115611852609
56905,0.134586190723
56906,0.164071824146
56907,0.123735667085
56908,0.0924667064529
56909,0.104241395177
56910,0.0842343394327
56911,0.165298910191
56912,0.0340884479487
56913,0.235238359182
56914,0.31215866707
56915,0.0880048776221
56916,0.0697078432624
56917,0.0382746958723
56918,0.0732912815506
56919,0.105162488651
56920,0.0309912528314
56921,0.127025151654
56922,0.128117031882
56923,0.053429598016
56924,0.118989154222
56925,0.0481197065377
56926,0.0523493842716
56927,0.114805925856
56928,0.0212018320631
56929,0.131000486879
56930,0.34760687665
56931,0.0768040564378
56932,0.0837258019514
56933,0.0898431263491
56934,0.0224889637481
56935,0.0180345600863
56936,0.153992381983
56937,0.115495506883
56938,0.0326461048672
56939,0.0101122759843
